timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
549423065,549423052,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549477952,549477939,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549527768,549527754,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549572385,549572372,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549627587,549627574,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549677085,549677032,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549726794,549726781,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549771480,549771467,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549826355,549826341,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549876105,549876092,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549925894,549925882,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
549975655,549975642,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550025444,550025431,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550075209,550075196,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550125010,550124997,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550174805,550174792,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550224605,550224592,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550274311,550274298,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550328980,550328955,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550373873,550373860,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550423646,550423633,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550473385,550473372,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550528031,550528019,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550572942,550572929,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550622706,550622693,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550677395,550677381,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550727417,550727404,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550776912,550776898,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550821857,550821820,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550876460,550876447,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550926210,550926197,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
550975984,550975971,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551025761,551025749,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551075530,551075517,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551125308,551125295,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551175075,551175062,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551224854,551224841,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551274688,551274675,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551324435,551324422,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551374171,551374158,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551423951,551423939,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551473723,551473710,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
